conference_paper_id,paper_id,filename,page_start,page_end,number_of_pages,DOI,topic_id,authors,organisations,,title,keywords,abstract,conference_id
,1308,,,,,,,"Bai, Yangxi; Wang, Endong","State University of New York College of Environmental Science and Forestry, United States of America",,LLM-Informed Efficient Bayesian Calibration of Building Energy Simulation Models under Limited Data,"Large Language Model, Fractional Factorial Design, Efficient Bayesian calibration, Building energy simulation, Limited data","Efficient Bayesian calibration of energy simulation models under limited data remains challenging, particularly identifying key parameters and defining priors. This study integrates Fractional Factorial Design (FFD) with LLM-informed priors within a Bayesian calibration framework. FFD efficiently identifies crucial parameters, while LLM generates physics-informed priors. Using three-year monthly utility data from a campus building, LLM-informed priors improve modeling accuracy by 22% and achieved 2.4 times faster convergence than literature-based priors. A comparison with matched informativeness indicates that these gains primarily arise from improved prior location. The proposed approach supports practical calibration when only monthly utility data are available without sub-metering.",simbuild2026
,1310,,,,,,,"Li, Hongjun (1); Huang, Sen (2); Zuo, Wangda (1,3)","1: Department of Architectural Engineering, Pennsylvania State University, University Park, PA, USA; 2: Oak Ridge National Laboratory, Oak Ridge, TN, USA; 3: National Renewable Energy Laboratory, Golden, CO, USA",,Control-Oriented Prototype Energy Model for Data Centers,"data center, co-simulation, control-oriented prototype","The growing power density in AI- and cloud-driven data centers heightens cooling challenges, highlighting the need for reliable system models. Prototype building models offer standardized and reproducible frameworks, yet existing data center prototypes mainly emphasize long-term energy assessment, lacking the model fidelity and standardized interfaces required for developing and testing advanced control strategies.

To enable control-oriented studies, we developed the first high-fidelity prototype building model for an air-cooled data center based on co-simulation between Modelica and EnergyPlus. Compared with existing models, the proposed prototype offers these key advantages: (1) It provides a more faithful representation of the HVAC system serving the data center, with features such as underfloor air distribution (UFAD), and detailed patterns of IT equipment operation. (2) It establishes a standardized co-simulation interface for integrating and testing control strategies. These improvements enable more accurate dynamic simulations and facilitate the development and evaluation of advanced control algorithms under realistic operating conditions.

The results of the enhanced prototype demonstrate physically consistent interactions between dynamic IT heat generation and HVAC thermal responses under different control conditions. With the unified control interface, the model provides a practical yet detailed test case for evaluating data center performance.",simbuild2026
,1311,,,,,,,"Ho, Julia (1); Wang, Jing (2); Jin, Xin (2); Zuo, Wangda (1,2)","1: Penn State University, State College PA, USA; 2: National Laboratory of the Rockies, Golden CO, USA",,Reduced Order Building Hydronic Models in Ambient Temperature Thermal Energy Networks for Improved Computational Efficiency,"ambient temperature loop, thermal energy network, reduced-order modeling, computational efficiency","Ambient temperature thermal energy networks (ATTENs) maximize thermal energy sharing within a district energy system but create tightly-coupled thermo-hydraulic dynamics between the buildings and network. These dynamics make the ideal balance of computational speed and fidelity of building thermo-hydraulic systems (pipe distribution networks, flow dynamics, and equipment) unclear. To understand this tradeoff, this work develops two reduced-order models (ROMs) for building thermo-hydraulic systems and compares their prediction accuracy and computational speed to a detailed building model in an ATTEN. The ROMs simplify the detailed model by correlating heating and cooling demand with the amount of heat exchanged with the ambient temperature loop (ATL) and by simplifying the thermo-hydraulics of the pipe network connecting the building to the ATL. The ATTEN model with each ROM simulated 10.3 and 30.5 times faster than with the base building model. The associated normalized mean bias errors do not exceed ASHRAE Guideline 14 thresholds. ",simbuild2026
,1312,,,,,,,"Beckett, Owen; Owens, Sam; Acred, Andy","Specialist Modelling Group, Foster and Partners, United Kingdom",,Applying Frequency Domain Methods for Calculating Outdoor Surface Temperatures.,"microclimate, surface temperatures, simulation","The radiant environment is a critical component in the evaluation of indoor and outdoor thermal comfort. Although the effects of short-wave solar radiation are well understood and included in microclimate studies, long-wave radiation from the sky and surrounding surfaces is often underestimated or overlooked, leading to incomplete or inaccurate assessments of thermal conditions. In this paper a methodology is proposed to address the challenges of simulating outdoor surface temperatures for real scenarios. Using the admittance method, it becomes possible to characterize material assemblies and predict outdoor surface temperatures under cyclic boundary conditions, namely, air temperature, sky temperature, incident radiation, and air speed. By applying Fourier analysis and analytical solutions in the frequency domain, the approach eliminates the need for mesh discretization and computation time typically required by finite element methods.",simbuild2026
,1313,,,,,,,"Goel, Supriya (3); Foucher, Simon (1); Eswaran, Sudha (1); Mo, Kefei (1); Barajas, Juan (1); Chhabra, Jayati (2)","1: PNNL, United States of America; 2: IBPSA-USA; 3: West Monroe",,"Audit Template: A Modular, Interoperable Web-Based Platform for Building Energy Audits and Retrofit Planning","existing building performance, implementation of energy efficiency programs","Existing commercial buildings account for about 35% of U.S. energy use (IEA 2023). Improving their performance requires targeted retrofits supported by accurate, structured, and consistent audit data to guide investment decisions, program-level decision-making, and performance modeling. Energy audits are inherently data-intensive, requiring collection and reporting of detailed building characteristics, systems, schedules, utility data, and energy efficiency measures (EEMs). Inconsistent data formats and reporting mechanisms can impede analysis, hinder the use of streamlined workflows, resulting in process inefficient, added cost and delays.

Audit Template, a web-based platform, supports consistent audit data collection and reporting. Designed to facilitate automated analysis and data analytics, through machine-readable interoperable data formats, it has been adopted by multiple energy audit programs. This paper introduces the Audit Template, articulates the technical advancements that enable comprehensive analysis of existing buildings, and examines the broadened capabilities it affords to both auditors and program administrators.

",simbuild2026
,1314,,,,,,,"Yu, Huawei; Ye, Yunyang; Xu, Jiuyi; Shi, Yangming","Colorado School of Mines, United States of America",,Principal Variate Selection Approach for LSTM Building Load Forecasting,"Building load forecasting, LSTM, data-driven construction","Accurate building load forecasting is critical for improving energy efficiency in smart construction systems and data-driven facility management. While deep learning models, such as long short-term memory (LSTM), have shown promising performance in capturing complex temporal patterns, their effectiveness relies heavily on the quality and relevance of the input features. In this paper, we propose a Principal Variate Selection (PVS) forecasting pipeline that integrates Bayesian Optimization to identify the optimal feature subset for multivariate LSTM models. Although multivariate models generally outperform univariate ones, incorporating all available features can lead to exponential increases in computational costs, thereby degrading model performance. Our approach ensures superior predictive accuracy compared to univariate baselines while reducing the dimension of inputs, thereby improving both accuracy and training efficiency. The pipeline supports deployment in scenarios where data acquisition is costly or constrained, such as early-stage smart building projects or resource-limited environments. This work presents a generalizable method for enhancing prediction quality while optimizing building load data collection, thereby providing actionable insights for achieving more precise and reliable load forecasts that address specific energy management needs.",simbuild2026
,1315,,,,,,,"Contoyannis, Dimitri (1); Achong, Gypsy (2); Athalye, Rahul (3); Vonder Kuhlen, Demian (3); Datey, Aboli (4); Gowri, Krishnan (5)","1: Model Efficiency, United States of America; 2: California Energy Commission, United States of America; 3: NORESCO, United States of America; 4: Glumac, United States of America; 5: Energy Solutions, United States of America",,Updating Plug Loads and Operational Schedules for California Energy Code Compliance,"California, Title 24, Plug Loads, Operational Schedules","Plug loads are not regulated by most energy codes but they account for a significant portion of a building’s energy use. Whole-building energy models often use assumptions for plug load equipment density and operational schedules, but the basis for these assumptions is often outdated and does not reflect the significant improvements in equipment efficiency or the evolution of modern usage patterns.

This paper presents the analysis methodology for developing new values for plug load density and operational schedules based on current data sources and analyzes the energy consumption and code-compliance impacts of these updates. While the analysis was focused on California’s energy code, the methodology is not location-specific and could be applied to other jurisdictions.

",simbuild2026
,1316,,,,,,,"Sui, Jiyuan (1); Adhikari, Rosina (1); Sitzabee, William (1); Zuo, Wangda (1,2)","1: The Pennsylvania State University, United States of America; 2: National Laboratory of the Rockies, United States of America",,A Comprehensive Review of Meta-Learning Applications in Building Domain,"Machine Learning, Meta-Learning, Building Energy, Thermal Comfort, HVAC Control","Machine learning shows great potential in building applications but faces challenges due to system complexity and extensive data requirements. Meta-learning, an approach that enables learning from prior experiences, offers a promising solution to these challenges. Currently, studies on its applications in the building domain remain fragmented, and no comprehensive review has been conducted. Therefore, this study presents the first systematic review that synthesizes existing studies, identifies current research limitations, and outlines future opportunities. This work aims to introduce meta-learning to the building research community, providing a foundation for researchers to understand its core principles and evaluate its applicability to specific research problems.",simbuild2026
,1317,,,,,,,"Singh, Manan; Franconi, Ellen; Nambiar, Chitra","Pacific Northwest National Laboratory, United States of America",,Specialized Weather Data Files for Evaluating Thermal Safety and Grid Reliability Applications,"Heatwaves, Cold Spells, Weather Files, Building Energy Modeling","With the increasing importance of building thermal evaluations through building simulation, this paper presents a statistics-based method for identifying representative heat and cold events using historical weather data. Applying this method, thermal event weather files were developed for 115 locations across all 50 U.S. states and 16 climate zones. The resulting framework and datasets provide a systematic, data-driven approach for simulating severe temperature conditions. This enables more robust evaluation of building thermal performance, occupant comfort, and health outcomes, while supporting improved energy resource planning and grid reliability under severe weather conditions.",simbuild2026
,1318,,,,,,,"Wald, Dylan; El Kontar, Rawad; Vaidhynathan, Deepthi","National Renewable Energy Laboratory, United States of America",,Combining Generative Modeling and Advanced Control for Building Scenario Generation,"Model predictive control, Building retrofits, Building HVAC control, Cost reduction","Buildings make up a large portion of energy consumption in the U.S. today. Understanding their energy consumption patterns can improve their efficiency, but requires detailed models that rely on incomplete or unknown information. Previous work has shown that artificial intelligence (AI) can be used to predict missing information and even suggest upgrades to improve building efficiency. However, building upgrades may require undesirable upfront costs. Oppositely, advanced control could improve building efficiency with negligible upfront cost. To explore the tradeoffs between these two approaches, in this work we propose a workflow to compute optimal temperature setpoints schedules to minimize energy consumption and operational cost. Results show that modifying the temperature setpoints in a building using model predictive control (MPC) can effectively reduce its energy consumption and operational cost. This optimal operation cannot fully meet a desired goal. However, we show that by considering MPC in addition to component upgrades, a desired goal can be met with significantly less upfront costs.",simbuild2026
,1319,,,,,,,"Kim, Ryunhee (1); Faulkner, Cary (2); Chen, Yan (2); Ye, Yunyang (1)","1: Colorado School of Mines, United States of America; 2: Pacific Northwest National Laboratory, United States of America",,Development of New Occupancy Schedules and Occupant-Centric Control Strategy for Residential Buildings,"Occupancy schedule, Occupant-centric control, Cluster, Residential Building","This paper proposes a new occupancy schedule calculation methodology that considers “at home during weekdays” and “outside of home during weekdays” profiles, using nationwide survey data and the K-means clustering method. In addition, two HVAC system OCC strategies are designed to demonstrate the application of the new occupancy schedules. The result shows that the proposed methodology provides more flexible and realistic occupancy schedules, and OCC strategies can reduce energy consumption in residential buildings by capturing the flexibility of more realistic occupancy schedules.",simbuild2026
,1320,,,,,,,"Momenaei, Atousa; Rempel, Alexandra; Rockcastle, Siobhan","University of Oregon, United States of America",,Exploring the Interplay Between Window Design and External Views on Window-Opening Preferences in Educational Settings,"User-centered design, Natural ventilation, Window opening behavior, Window Operability, View","Natural ventilation (NV) is recognized for improving indoor air quality, occupant well-being, and energy conservation. However, its effectiveness often depends on manual window-opening behavior, influenced by environmental conditions such as temperature and humidity. Here, extending such work, we explore the impacts of window type and view on VR-based stated window-opening preferences using a within-subject experimental design. Thirty undergraduate students were immersed in 12 virtual reality (VR) classroom scenes and reported their preferred window status under different window and view conditions. Results showed that natural views inspired greater preference for window opening than urban views, motivated by desires for fresh air, privacy, and alertness; additionally, awning and casement windows were preferred over sliding windows, providing insight into strategies for human-centered NV design.",simbuild2026
,1321,,,,,,,"Li, Chengxuan; Dogan, Timur","Environmental Systems Lab, Cornell University, USA",,Calendars of the City: Deterministic Schedule Libraries to Enhance UBEM Load Duration Forecasts,"Urban Building Energy Modeling (UBEM), Load Duration Curve (LDC), Smart Meter, Archetypes, Behavioral Diversity","The global push toward building electrification places new stresses on electrical feeder infrastructure, demanding Urban Building Energy Models (UBEMs) with improved peak load and load duration prediction capability. This study introduces a deterministic, data-driven framework that transforms 3.8 million parcel-days of hourly electricity data from all eligible residential users in a mid-sized county in the northeastern United States into interpretable annual schedule archetypes. 13 typical daily load shapes and 13 seasonal rule archetypes are identified, forming a deterministic “calendar of the city.” The reconstructed Load Duration Curves (LDCs) are validated at building groups level which represents feeder-level prediction capability. The proposed method exhibits a 13.0% reduction in NRMSE in top 1% peak load forecasting and 50.5% reduction in full LDC forecasting compared with Prototype Building Model schedules typically used in building energy modeling tasks. This deterministic “calendar of the city” annual schedule library enables UBEMs to represent collective behavioral uncertainty with statistical certainty, enhancing feeder-level load duration forecasting and informing grid capacity planning under building electrification scenarios.",simbuild2026
,1322,,,,,,,"Alhayik, Imad; Sharston, Ryan; Subgranon, Arthriya; Ou, Ge","University of Florida, United States of America",,Quantitative Model of Building Energy Performance due to Wind-Induced Envelope Damage,"Performance-based wind engineering, Building envelope, Monte Carlo simulation, Energy resilience, Energy consumption","Buildings typically retain structural integrity during extreme winds, but their envelopes are more vulnerable to damage. This damage exacerbates energy efficiency for buildings in wind-prone areas. To address challenges, this study developed a probabilistic framework that integrates wind hazard assessment with building energy simulation. A case study was conducted on a typical 12-story large office under an extreme wind event in Miami. The building’s energy performance was compared to the expected energy performance of a damaged building envelope, revealing an increase of 23% in energy consumption. The framework provides a solid foundation for architects and engineers with tools for making risk-informed decisions.",simbuild2026
,1323,,,,,,,"Flores Garcia, Juan Diego (1); Liu, Boming (2); Huang, Sen (2); Zuo, Wangda (1)","1: Department of Architectural Engineering, Pennsylvania State University, University Park, PA 16802 USA; 2: Oak Ridge National Laboratory, Oak Ridge, TN, 37830",,Co-design Optimal Sizing and Control Framework to Balance Cost and Resilience,"co-design, resilience, optimization, modelling","Traditional design approaches for community energy systems often overlook the strong coupling between component sizing and control strategies. Most bi-level optimization frameworks treat sizing in an upper layer and controls in a lower layer, which can lead to suboptimal designs. At the same time, communities face increasing power outages and rising electricity costs, highlighting the need for resilient and cost-effective solutions. This paper presents a co-design optimization framework that simultaneously determines system sizing and control strategies to balance cost and resilience. The framework uses a Modelica model whose parameters are updated for each design option, allowing for the efficient evaluation of multiple configurations. The framework is demonstrated using a representative community energy system consisting of photovoltaic (PV) generation, a battery energy storage system (BESS), aggregated building electrical loads, and a grid connection. Resilience was assessed using three representative outage scenarios derived from historical outage data in Tampa, Florida. Each scenario reflects different levels of grid disruption. A cost–resilience index was used as the optimization objective, normalizing life-cycle cost (LCC) and critical unserved load (CUL) relative to a no-battery baseline. To benchmark performance, the co-design results were compared against a Pareto frontier generated by exhaustive search. The framework successfully identified Pareto-optimal solutions across cost-focused, resilience-focused, and balanced designs. A balanced configuration increased LCC by less than 11% relative to the baseline while reducing CUL by up to 92%, demonstrating the framework’s ability to provide high-quality design options that support informed stakeholder decisions on cost–resilience trade-offs.",simbuild2026
,1324,,,,,,,"Brannon, Benjamin; Brink, Holly; Kiyono, Arata","Arup, United States of America",,Parametric Energy and Cost Optimization for Courthouse Portfolios in California,"parametric modeling, energy conservation measures, life-cycle cost analysis, courthouse portfolio optimization, California climate zones","Courthouses differ markedly from standard commercial buildings yet are not represented in the DOE Commercial Reference Building set. This work develops a scalable framework coupling parametric EnergyPlus modeling with life-cycle cost analysis (LCCA) to identify climate-specific, cost-effective retrofit and design strategies for the Judicial Council of California (JCC) courthouse portfolio. Starting from the Oak Ridge courthouse prototype, the team adapted models to California vintages and system typologies, automated simulation across 16 climate zones using the eppy Python library, and integrated cost parameters consistent with California Trial Court Facilities Standards. The workflow reveals how measure interactions and regional variation govern cost-optimized packages and portfolio-level EUI targets. The method is replicable for other public building portfolios, bridging detailed simulation with statewide capital-planning decisions.",simbuild2026
,1325,,,,,,,"Adhikari, Rosina (1); Gandara, Genevieve I. (2); Sui, Jiyuan (1); Zuo, Wangda (1,3)","1: Pennsylvania State University, State College, PA; 2: Stanford University, Stanford, CA; 3: National Laboratory of the Rockies, Golden, CO",,Balancing Energy Efficiency and Overheating Risks: Optimal Retrofit Pathways for Baltimore Rowhouses,"Envelope optimization, rowhouses, thermal resilience, energy efficiency, overheating risks","Energy efficiency (EE) retrofitting often overlooks indoor overheating risks (HR) in non–air-conditioned homes during summer. This study applies NSGA-II optimization to Baltimore rowhouses to balance EE and HR. Relative to the International Energy Conservation Code (IECC) 2021 baseline, the lowest-risk solution reduced HR by 13.5–16.8 % without increasing heating energy use, featuring higher wall and roof R-values, lower window U-factor and SHGC, and higher infiltration rate. Under future (2080–2099) weather scenario, optimal parameters followed a similar trend, but experienced a 140–421 % rise in overheating hours, alongside a 3–6 % decrease in heating demand relative to current conditions. In conclusion, modest adjustments to IECC 2021 could reduce summertime overheating risks without compromising energy performance.",simbuild2026
,1327,,,,,,,"Liang, Ruiyang; Dogan, Timur","Cornell University, United States of America",,Towards a Robust Approach for Simulating Thermal Resilience in Architectural Design: A literature review and benchmarking test in all US climate zones,"Thermal resilience, Passive survivability, Building simulation, Resilience metrics, Extreme Weather Events","Building performance research increasingly emphasizes thermal resilience—the ability of a building to sustain habitable indoor environments during power outages and extreme weather events. While existing studies propose various simulation-based frameworks, they often diverge in weather data selection, event definition, and metric application, limiting cross-study comparability. This paper systematically examines these methodological differences and evaluates how simulation setups influence resilience outcomes. Through two sets of EnergyPlus-based experiments integrating parametric modeling in Rhino–Grasshopper, we assess (1) the impact of weather data, extreme event selection methods, and outage timing on resilience results, and (2) the sensitivity of three thermal resilience metrics—Passive Survivability Time (PSt), Thermal Autonomy (TA), and Maximum Thermal Stress (MTS)—to architectural parameters across 16 U.S. climate zones. Results show that methodological variations significantly alter the outcome of resilience metrics. Across climate zones, AMY most consistently captures both peak and cumulative extremes. Among event definitions, no single method consistently outperforms the others in identifying unsafe outcomes; different approaches emphasize distinct dimensions of thermal stress, including intensity, duration, and seasonal drivers. Correlation analyses reveal that summer resilience is primarily governed by ventilation-enabled convective and night-flush cooling, whereas winter resilience is shaped by envelope performance and thermal inertia. ",simbuild2026
,1328,,,,,,,"Jain, Milan; Goel, Supriya; Lei, Xuechen","PNNL, United States of America",,Explainable AI and Machine Learning for Transparent Building Energy Benchmarking and Retrofit Decisions,"Explainable AI, Machine Learning, Building Retrofits","Recent advances in artificial intelligence (AI) have driven broad application across industries, with machine learning systems now demonstrating superhuman performance in numerous tasks. However, this leap in performance has often come at the cost of increased model complexity, turning many systems into opaque “black boxes” and raising concerns about how decisions are made. This lack of transparency poses challenges for deploying AI in sensitive yet high-impact domains, such as energy benchmarking, where trust and accountability are crucial.

Energy benchmarking in commercial buildings is often the first step toward evaluating performance and determining whether further interventions are needed. Yet, progressing beyond benchmarking remains challenging. Identifying buildings suitable for upgrades or pinpointing opportunities for energy savings and operational cost reduction is often hindered by the complexity and cost of in-depth assessments. To overcome these barriers, this study integrates data-driven modeling, machine learning and Explainable AI (XAI) to enhance both energy benchmarking and retrofit evaluation processes. Building stock-scale counterfactuals showed that envelope upgrades with high-performance HVAC achieved ~9% average savings, while lighting modernization with advanced controls yielded ~11% median savings.",simbuild2026
,1329,,,,,,,"Li, Shundong; Ma, Nan","Worcester Polytechnic Institute, United States of America",,Evaluating Prompt Engineering in Large Language Models (LLMs) for Transforming Occupant Behavior Modeling,"Large language models (LLMs), Prompt engineering, Occupant behavior modeling","Social media contains user-generated narratives that reveal timing, duration, and context of occupancy, providing behavioral information unavailable from conventional sensing systems. This study applies prompt-engineered large language models (LLMs) to extract spatiotemporal occupant behavior from social media text. Six prompt designs across three few-shot configurations and three LLMs were tested, with GPT-4.1 using structured reasoning and prompt specificity achieving the highest accuracy (F₁ = 0.649). When incorporated into building energy simulations, LLM-derived, socially informed schedules show that DOE prototype schedules underestimate energy use by ~3.5% and overlook extended occupancy periods and load timing, indicating potential grid stress beyond typical operating hours.",simbuild2026
,1330,,,,,,,"Townsend, Jordan (1); Crawley, Jenny (2); Beizaee, Arash (1); Allinson, David (1)","1: Building Energy Research Group, School of Architecture Building and Civil Engineering, Loughborough University; 2: Bartlett School of Environment, Energy and Resources, University College London",,Forecasting space heating flexibility: Comparing Measured Dwelling Cool-Down Rates with Dynamic Thermal Simulation,"Cool down rate, Simulation Calibration, Demand Response, Thermal Mass, EnergyPlus Simulation","This study employs a unique high-resolution dataset from a week of controlled cool-down experiments in a thermally lightweight, unfurnished test dwelling conducted during the winter heating period. Dynamic thermal simulations using EnergyPlus were compared to minute-resolution measurements during six-hour nighttime heating shut-offs. The simulations over-predicted the rate of cooling during the first two hours, most relevant to demand response, underestimating the time to lose 1°C by 30 minutes on average. Applying a high zone air capacitance multiplier (>10) improved agreement but was unrealistic, underscoring the need for improved modelling methods to capture short-term cool downs and reliably forecast thermal flexibility.",simbuild2026
,1332,,,,,,,"Amiri, Ahmad Shoaib (1,2); Jandaghian, Zahra (1); Gaur, Abhishek (1)","1: National Research Council Canada, Canada; 2: University of Toronto, Canada",,Improving Thermal Resilience And Energy Efficiency Using Cool Building Envelope Materials,"thermal resilience, energy efficiency, cool building material, solar reflectance, building envelope","The increasing intensity and frequency of extreme weather events driven by climate change underscore the urgent need for design and retrofit strategies that enhance both the energy efficiency and thermal resilience of buildings. Among these strategies, cool building envelope materials have demonstrated effectiveness in mitigating indoor overheating and reducing urban heat island effects. While numerous studies have documented the summer performance benefits of reflective materials, their seasonal trade-offs remain less understood. This study investigates the dual impact of cool building materials on energy performance and thermal behavior across summer and winter periods, evaluating how increased surface reflectivity can enhance cooling efficiency and thermal resilience in warm conditions without compromising wintertime performance.",simbuild2026
,1333,,,,,,,"Villa, Daniel L. (1); Quiroz, Jimmy E. (1); Mammoli, Andrea (1); Farm, Kyle Elama (2)","1: Sandia National Laboratories, United States of America; 2: Kahikinui Homestead Community, Maui, Hawai'i",,"Scalable, Modular Resilience Hubs","modular buildings, scalable nanogrids, off-grid communities, resilience hub","Resilience hubs serve communities when electricity, water, and food run out during disasters. They double as community centers during other times. Plans for large resilience hubs can be hard to implement and fund though. This study introduces a workflow that can overcome this with a scalable process that uses modular buildings and scalable nanogrids. Scalable, Modular Resilience Hub (SMRH) design process centers around community priorities and needs. The approach combines climate reanlaysis, weather data, agent-based simulation, building energy modeling, and electric power systems analysis to quantify metrics for cost, water availability, electric availability, thermal comfort, and air quality. A case study for the Kahikinui community in Hawaii demonstrates the application of this workflow, where community members helped plan activities and appliance usage which generate load profiles for power system analysis. The results show tradeoffs between capital costs, maintenance costs, thermal comfort, water generation, and electric availability, allowing the community to down-select configurations that meet their needs. The study highlights the importance of considering community priorities and needs in the design of scalable modular resilience hubs and provides a framework for evaluating the performance of these systems.",simbuild2026
,1334,,,,,,,"Muralidharan, Vishal; Passe, Ulrike; Ganapathysubramanian, Baskar","Iowa State University, United States of America",,A High Throughput Framework for Large Scale Building Energy Simulation: From Real-Time Alerts to AI-Ready Surrogates,"High Throughput Computing, EnergyPlus, Real-Time Building Energy Simulation, Extreme Heat Event Modeling, AI Dataset Creation","High-fidelity building energy simulation (BES) tools such as EnergyPlus are costly to scale for optimization, urban modeling, and Artificial Intelligence (AI) workflows due to non-differentiability and orchestration overheads. We present a portable high-throughput computing (HTC) framework that distributes and monitors EnergyPlus ensembles across heterogeneous backends (on-premises clusters, national facilities, and cloud services) with fault-tolerant scheduling and an AI-ready data layer. One backbone supports real-time heat-event re-simulation for neighborhood alerts and dataset creation for training differentiable surrogates and inverse models. Benchmarks show near-linear wall-time reductions to resource limits and reproducible outputs. Coupling portability, fault-tolerance, and standardized interfaces, the framework democratizes large-scale AI-ready EnergyPlus studies.",simbuild2026
,1335,,,,,,,"Jain, Milan (1); Nambiar, Chitra (1); Rackley, Adrienne (1); Meyer, Ryan (2)","1: Pacific Northwest National Laboratory, United States of America; 2: 2050 Partners",,Probabilistic Modeling Approach for Estimating Rent Impacts of Energy Retrofits,"Existing building retrofits, Rent affordability, Bayesian prediction model, Uncertainty-aware estimation","Retrofitting existing buildings presents a powerful opportunity to reduce energy waste from inefficient systems, extend building life, and improve occupant satisfaction. Industry analyses, such as those from McGraw Hill (Bernstein, 2011), consistently show that energy retrofits are one of the most effective strategies for building owners to enhance tenant satisfaction while achieving long-term savings. However, energy efficiency retrofits remain limited. A key barrier is the uncertainty surrounding their financial impacts—particularly how retrofit costs and associated savings might affect both building owners and tenants.

We present in this paper, a proof-of-concept for a data-driven AI/ML-based solution designed to estimate the impact of energy efficiency retrofits on building owners and tenant rents in existing multi-family buildings.

",simbuild2026
,1336,,,,,,,"Kim, Ji-Hyun {Jeannie} (1); Zeng, Zhaoyun (2); Muehleisen, Ralph T. (1); Bender, Amy N. (1)","1: Argonne National Laboratory, Lemont, IL, United States of America; 2: University of Macau, Macau, China",,Thermal Performance Optimization of Battery Energy Storage Enclosure for South Pole Applications,"Battery Energy Storage System, Thermal Modeling, Extreme Climate","Energy storage systems are critical for Antarctic stations seeking to integrate renewable generation, where intermittent supply and the high cost of diesel fuel transport make reliable storage solutions essential. This study examines how a 1.5 MWh containerized Battery Energy Storage System (BESS) enclosure performs under South Pole conditions using EnergyPlus simulations. Though the modeling follows typical building energy modeling (BEM) procedures, the analysis provides rare quantitative evidence of an enclosure behavior in extreme cold. Results show internal battery heat dominates, requiring cooling rather than heating even at −60 °C. A simple air-side economizer reduced cooling energy by up to 100 %. These findings offer practical guidance for reliable BESS operation in similarly cold, isolated climates.",simbuild2026
,1337,,,,,,,"McDowell, Timothy (1); Muehleisen, Ralph (2); Glazer, Jason (3)","1: Salas O'Brien, United States of America; 2: Argonne National Laboratory, United States of America; 3: Gard Analytics, United States of America",,Adding Timeseries Acceptance Criteria to ASHRAE Standard 140,"Validation, ASHRAE 140, Acceptance Criteria",".The procedure used to determine the acceptance criteria ranges for time series results for ASHRAE Standard 140 is outlined, and the resulting ranges are detailed.",simbuild2026
,1339,,,,,,,"Chatzivasileiadi, Aikaterini (1); Demir Dilsiz, Aysegul (2); Lannon, Simon (1); Denzer, Anthony (2); Macy, Luke (2); BK, Satish (1); Perisoglou, Emmanouil (1); Jafar, Rawan (3); Haddad, Kamal (4); Qaed, Abeer (1)","1: Cardiff University, United Kingdom; 2: University of Wyoming, United States of America; 3: University of the West of England Bristol; 4: Amman Arab University",,"Digital Twins for Building Energy Modeling: Balancing Level of Detail, Data Resolution, and Model Accuracy","Energy efficiency, level of details, model accuracy","Digital Twins (DTs) offer significant potential for improving building energy modeling, yet the trade-offs among model Level of Detail (LoD), data resolution, and predictive accuracy remain poorly quantified. This study presents a comparative, replicable framework that evaluates multiple geometry-generation pathways, zoning strategies, and operational data inputs using a sensored university building as a testbed. By examining data-light and data-rich configurations, the framework identifies how geometry fidelity, occupancy schedules, and ventilation measurements influence simulation performance. The study provides evidence-based guidance for selecting LoD and sensing strategies to support efficient, scalable DT development that will be integrated into energy predictions.",simbuild2026
,1340,,,,,,,"Arsano, Alpha Yacob; Beyene, Ermias Tessema; Molnar, Elisabeth","Northeastern University, United States of America",,A Systematic Approach for a Typological Analysis of African Residential Building Stock Across Multiple Climates,"typologies, cooling-dominated, discomfort hours, concrete block construction, climate classification","This study develops a systematic framework for analyzing African residential building typologies across multiple climates. Through literature review and expert interviews, 49 representative buildings were consolidated into 16 envelope types and simulated across 34 systematically selected African cities, resulting in 544 scenarios. Results show that construction choice significantly impacts thermal comfort, with differences up to 2,650 discomfort hours annually in tropical and hot-dry climates. High thermal capacitance typologies, particularly earth-based constructions, consistently outperformed concrete masonry buildings. The findings highlight the thermal performance advantages of vernacular methods over prevalent concrete-based approaches, providing foundational data for climate-appropriate building guidelines in Africa's fast-urbanizing cities.",simbuild2026
